_Antwort-ID;Resume-Code;Start;Datum und Zeit;Teilnahmestatus;1. Welche Rolle haben Sie?;5. Bitte beantworten Sie die unten stehenden Fragen.;In unserem Team ist allen klar, was wir erreichen wollen.;Wir können uns aufeinander verlassen.;Wir treffen uns ausreichend häufig, um effektiv zu kommunizieren und die Aufgaben zu koordinieren.;Die Teammitglieder bieten einander bei auftretenden Schwierigkeiten oder Engpässen Hilfe an.;Alle sind jederzeit aufgeschlossen gegenüber neuen Ideen.;Alle können offen über Fehler sprechen.;Unser Team überprüft regelmäßig den Fortschritt bei der Erreichung gesetzter Ziele.;Die Teamleitung ist für die Teammitglieder ausreichend ansprechbar, um Probleme oder Schwierigkeiten zu diskutieren.;Die Teamleitung ist aufgeschlossen ggü. Verbesserungsvorschlägen der Teammitglieder.;Die Teamleitung macht jederzeit deutlich, welche Ergebnisse und Leistungen erwartet werden.;Wenn es besonders schwierige oder anstrengende Projekte gibt, ermutigt und unterstützt die Teamleitung das Team.;Die Teamleitung erkennt gute Leistungen und besondere Anstrengungen an.;6. Wie wohl fühlen Sie sich im Team auf einer Skala von 1 (sehr unwohl) bis 10 (sehr wohl);8. Mit welchen Schlagworten / Adjektiven würden Sie die Stimmung im Team beschreiben?;9. Welche Konflikte existieren in ihrem Team?;10. Wie würden Sie ihr Verhältnis zu ihrem direkten Vorgesetzen charakterisieren?
64038427;3D1267F;15.01.2020 09:26;15.01.2020 09:26;teilgenommen und beendet;Mitarbeiter;;4;3;1;3;2;5;2;1;2;4;3;4;8;das beste Team in dem ich je gearbeitet habe;;miserabel
64038428;3D12680;15.01.2020 09:26;15.01.2020 09:26;teilgenommen und beendet;Mitarbeiter;;5;5;3;1;4;2;5;3;3;2;1;5;2;;manche werden gemobbt;ganz schlimm
64038429;3D12681;15.01.2020 09:26;15.01.2020 09:26;teilgenommen und beendet;Mitarbeiter;;3;1;5;2;5;2;2;5;2;1;4;4;5;;Es gibt eig keine Konflikte, alle haben sich hier gegenseitig lieb;
64038430;3D12682;15.01.2020 09:26;15.01.2020 09:26;teilgenommen und beendet;Mitarbeiter;;4;1;4;1;2;2;4;2;2;1;2;1;10;;Es ist sehr schön hier und deswegen gibt es auch keine Konflikte;
64038431;3D12683;15.01.2020 09:26;15.01.2020 09:26;teilgenommen und beendet;Mitarbeiter;;1;5;1;5;4;3;2;3;1;1;2;1;7;hier sind alle sehr glücklich;keine;tolles verhältnis
64038432;3D12684;15.01.2020 09:26;15.01.2020 09:26;teilgenommen und beendet;Mitarbeiter;;5;1;1;1;3;2;3;5;4;5;2;3;8;;Mir gefällt es hier sehr gt und ich habe mit niemandem einen Konflikt;sehr gut
64038433;3D12685;15.01.2020 09:26;15.01.2020 09:26;teilgenommen und beendet;Mitarbeiter;;4;4;4;3;5;5;2;2;5;2;3;5;1;könnte besser sein;Nur das übliche;perfekt
64038434;3D12686;15.01.2020 09:26;15.01.2020 09:26;teilgenommen und beendet;Mitarbeiter;;4;3;4;3;5;3;5;4;1;1;1;1;9;;hier ist alles sehr ruhig und friedlich;prima
64038435;3D12687;15.01.2020 09:26;15.01.2020 09:26;teilgenommen und beendet;Mitarbeiter;;1;3;2;4;2;4;1;3;3;5;3;2;2;könnte schlechter sein;;
64038436;3D12688;15.01.2020 09:26;15.01.2020 09:26;teilgenommen und beendet;Mitarbeiter;;3;3;2;3;3;3;5;5;4;3;4;2;7;;;
