_Antwort-ID;Resume-Code;Start;Datum und Zeit;Teilnahmestatus;1. Welche Rolle haben Sie?;5. Bitte beantworten Sie die unten stehenden Fragen.;In unserem Team ist allen klar, was wir erreichen wollen.;Wir können uns aufeinander verlassen.;Wir treffen uns ausreichend häufig, um effektiv zu kommunizieren und die Aufgaben zu koordinieren.;Die Teammitglieder bieten einander bei auftretenden Schwierigkeiten oder Engpässen Hilfe an.;Alle sind jederzeit aufgeschlossen gegenüber neuen Ideen.;Alle können offen über Fehler sprechen.;Unser Team überprüft regelmäßig den Fortschritt bei der Erreichung gesetzter Ziele.;Die Teamleitung ist für die Teammitglieder ausreichend ansprechbar, um Probleme oder Schwierigkeiten zu diskutieren.;Die Teamleitung ist aufgeschlossen ggü. Verbesserungsvorschlägen der Teammitglieder.;Die Teamleitung macht jederzeit deutlich, welche Ergebnisse und Leistungen erwartet werden.;Wenn es besonders schwierige oder anstrengende Projekte gibt, ermutigt und unterstützt die Teamleitung das Team.;Die Teamleitung erkennt gute Leistungen und besondere Anstrengungen an.;6. Wie wohl fühlen Sie sich im Team auf einer Skala von 1 (sehr unwohl) bis 10 (sehr wohl);8. Mit welchen Schlagworten / Adjektiven würden Sie die Stimmung im Team beschreiben?;9. Welche Konflikte existieren in ihrem Team?;10. Wie würden Sie ihr Verhältnis zu ihrem direkten Vorgesetzen charakterisieren?
64038467;3D126A7;15.02.2019 09:26;15.02.2019 09:26;teilgenommen und beendet;Mitarbeiter;;2;5;4;4;3;3;5;5;2;2;4;4;4;ultra gut;mein nachbar macht ständig alles falsch und schiebt es mir in die schuhe;
64038468;3D126A8;15.02.2019 09:26;15.02.2019 09:26;teilgenommen und beendet;Mitarbeiter;;1;1;3;5;3;4;1;5;2;5;1;3;4;super toll;ich hasse alle hier, das ist der Konflikt!;
64038469;3D126A9;15.02.2019 09:26;15.02.2019 09:26;teilgenommen und beendet;Mitarbeiter;;5;5;4;4;1;2;1;3;1;2;5;2;7;ziemlich schlecht;Die abteilungen behindern sich gegenseitig ;sehr schlecht
64038470;3D126AA;15.02.2019 09:26;15.02.2019 09:26;teilgenommen und beendet;Mitarbeiter;;4;5;4;2;2;5;3;5;2;5;1;2;8;sehr sehr schlimm;jeder versucht hier den andren zu maipulieren;miserabel
64038471;3D126AB;15.02.2019 09:26;15.02.2019 09:26;teilgenommen und beendet;Mitarbeiter;;4;3;2;3;4;3;3;3;5;2;5;3;6;besser als sonstwo;ein Kollege schaut mich immer so komsich an, ganz schlimmer typ ist das!;ganz schlimm
64038472;3D126AC;15.02.2019 09:26;15.02.2019 09:26;teilgenommen und beendet;Mitarbeiter;;5;4;1;4;4;2;5;3;1;2;4;1;10;ganz schlecht;ich hab keinen Bock auf die tändigen Reibereien hier;
64038473;3D126AD;15.02.2019 09:26;15.02.2019 09:26;teilgenommen und beendet;Mitarbeiter;;5;3;4;4;3;5;3;3;3;5;5;4;8;ganz ok;wegen kleinigkeiten streiten sich hier alle;Toller Typ
64038474;3D126AE;15.02.2019 09:26;15.02.2019 09:26;teilgenommen und beendet;Mitarbeiter;;2;4;5;3;3;3;4;2;4;3;3;1;3;ok;Mein Chef das Arschloch will mir nur langweilige Aufgaben geben, weil er denkt das ich zu blöd bin;Geiler Typ
64038475;3D126AF;15.02.2019 09:26;15.02.2019 09:26;teilgenommen und beendet;Mitarbeiter;;4;4;3;5;1;2;4;3;5;3;1;1;3;passt schon;ich hab die schnauze voll von der Butze hier!!;
64038476;3D126B0;15.02.2019 09:26;15.02.2019 09:26;teilgenommen und beendet;Mitarbeiter;;3;2;3;2;4;3;3;1;5;4;1;4;3;;Mein Kollege macht mich immer fertig;
