_Antwort-ID;Resume-Code;Start;Datum und Zeit;Teilnahmestatus;1. Welche Rolle haben Sie?;5. Bitte beantworten Sie die unten stehenden Fragen.;In unserem Team ist allen klar, was wir erreichen wollen.;Wir können uns aufeinander verlassen.;Wir treffen uns ausreichend häufig, um effektiv zu kommunizieren und die Aufgaben zu koordinieren.;Die Teammitglieder bieten einander bei auftretenden Schwierigkeiten oder Engpässen Hilfe an.;Alle sind jederzeit aufgeschlossen gegenüber neuen Ideen.;Alle können offen über Fehler sprechen.;Unser Team überprüft regelmäßig den Fortschritt bei der Erreichung gesetzter Ziele.;Die Teamleitung ist für die Teammitglieder ausreichend ansprechbar, um Probleme oder Schwierigkeiten zu diskutieren.;Die Teamleitung ist aufgeschlossen ggü. Verbesserungsvorschlägen der Teammitglieder.;Die Teamleitung macht jederzeit deutlich, welche Ergebnisse und Leistungen erwartet werden.;Wenn es besonders schwierige oder anstrengende Projekte gibt, ermutigt und unterstützt die Teamleitung das Team.;Die Teamleitung erkennt gute Leistungen und besondere Anstrengungen an.;6. Wie wohl fühlen Sie sich im Team auf einer Skala von 1 (sehr unwohl) bis 10 (sehr wohl);8. Mit welchen Schlagworten / Adjektiven würden Sie die Stimmung im Team beschreiben?;9. Welche Konflikte existieren in ihrem Team?;10. Wie würden Sie ihr Verhältnis zu ihrem direkten Vorgesetzen charakterisieren?
64038367;3D12643;17.10.2019 09:26;17.10.2019 09:26;teilgenommen und beendet;Mitarbeiter;;2;2;4;5;5;5;3;2;2;1;3;5;9;super ;Mein Chef das Arschloch will mir nur langweilige Aufgaben geben, weil er denkt das ich zu blöd bin;
64038368;3D12644;17.10.2019 09:26;17.10.2019 09:26;teilgenommen und beendet;Mitarbeiter;;3;4;4;5;5;2;2;3;1;2;2;2;4;perfekt;ich hab die schnauze voll von der Butze hier!!;
64038369;3D12645;17.10.2019 09:26;17.10.2019 09:26;teilgenommen und beendet;Mitarbeiter;;3;2;3;1;1;3;5;3;3;2;4;5;6;verbesserungsfähig;;
64038370;3D12646;17.10.2019 09:26;17.10.2019 09:26;teilgenommen und beendet;Mitarbeiter;;2;5;4;5;1;5;5;2;4;3;4;5;8;mangelhaft;;Hoffetbnlich verschwindet der kasper bald
64038371;3D12647;17.10.2019 09:26;17.10.2019 09:26;teilgenommen und beendet;Mitarbeiter;;3;1;3;5;5;1;3;2;4;1;3;2;1;seht schlecht;;Der arbeitet nix und schiebt uns auch noch die schuld in die schuhe wenn man nicht klappt
64038372;3D12648;17.10.2019 09:26;17.10.2019 09:26;teilgenommen und beendet;Mitarbeiter;;5;3;1;4;5;4;4;5;3;5;2;1;7;sehr sehr gut;;der kümmert sich gar nicht um uns
64038373;3D12649;17.10.2019 09:26;17.10.2019 09:26;teilgenommen und beendet;Mitarbeiter;;3;5;1;1;5;5;5;3;2;5;1;1;8;alles prima;Nur das übliche;der ist ein ziemlucher Hallodri
64038374;3D1264A;17.10.2019 09:26;17.10.2019 09:26;teilgenommen und beendet;Mitarbeiter;;1;1;3;3;4;1;4;1;1;3;1;4;3;;hier ist alles sehr ruhig und friedlich;Mein chef ist eine Arschgeige
64038375;3D1264B;17.10.2019 09:26;17.10.2019 09:26;teilgenommen und beendet;Mitarbeiter;;3;4;5;1;4;4;2;1;1;2;3;1;6;sehr gut;;der schlechteste Che den ich je hatte
64038376;3D1264C;17.10.2019 09:26;17.10.2019 09:26;teilgenommen und beendet;Mitarbeiter;;1;1;4;4;3;4;3;2;1;4;3;4;7;;keine;
