_Antwort-ID;Resume-Code;Start;Datum und Zeit;Teilnahmestatus;1. Welche Rolle haben Sie?;5. Bitte beantworten Sie die unten stehenden Fragen.;In unserem Team ist allen klar, was wir erreichen wollen.;Wir können uns aufeinander verlassen.;Wir treffen uns ausreichend häufig, um effektiv zu kommunizieren und die Aufgaben zu koordinieren.;Die Teammitglieder bieten einander bei auftretenden Schwierigkeiten oder Engpässen Hilfe an.;Alle sind jederzeit aufgeschlossen gegenüber neuen Ideen.;Alle können offen über Fehler sprechen.;Unser Team überprüft regelmäßig den Fortschritt bei der Erreichung gesetzter Ziele.;Die Teamleitung ist für die Teammitglieder ausreichend ansprechbar, um Probleme oder Schwierigkeiten zu diskutieren.;Die Teamleitung ist aufgeschlossen ggü. Verbesserungsvorschlägen der Teammitglieder.;Die Teamleitung macht jederzeit deutlich, welche Ergebnisse und Leistungen erwartet werden.;Wenn es besonders schwierige oder anstrengende Projekte gibt, ermutigt und unterstützt die Teamleitung das Team.;Die Teamleitung erkennt gute Leistungen und besondere Anstrengungen an.;6. Wie wohl fühlen Sie sich im Team auf einer Skala von 1 (sehr unwohl) bis 10 (sehr wohl);8. Mit welchen Schlagworten / Adjektiven würden Sie die Stimmung im Team beschreiben?;9. Welche Konflikte existieren in ihrem Team?;10. Wie würden Sie ihr Verhältnis zu ihrem direkten Vorgesetzen charakterisieren?
64038407;3D1266B;16.12.2019 09:26;16.12.2019 09:26;teilgenommen und beendet;Mitarbeiter;;5;2;4;2;5;5;2;5;2;2;1;2;7;hier wird man stak unter druck gesetzt;ich hab keinen Bock auf die tändigen Reibereien hier;
64038408;3D1266C;16.12.2019 09:26;16.12.2019 09:26;teilgenommen und beendet;Mitarbeiter;;1;4;5;5;2;4;1;2;4;1;3;1;3;schlecht;keine;
64038409;3D1266D;16.12.2019 09:26;16.12.2019 09:26;teilgenommen und beendet;Mitarbeiter;;3;5;4;1;4;2;4;4;2;4;5;5;4;;Mir gefällt es hier sehr gt und ich habe mit niemandem einen Konflikt;
64038410;3D1266E;16.12.2019 09:26;16.12.2019 09:26;teilgenommen und beendet;Mitarbeiter;;2;4;3;5;2;1;4;5;4;1;1;2;3;perfekt, prima;Nur das übliche;Hoffetbnlich verschwindet der kasper bald
64038411;3D1266F;16.12.2019 09:26;16.12.2019 09:26;teilgenommen und beendet;Mitarbeiter;;4;4;4;5;3;4;3;1;5;5;1;1;3;;hier ist alles sehr ruhig und friedlich;Der arbeitet nix und schiebt uns auch noch die schuld in die schuhe wenn man nicht klappt
64038412;3D12670;16.12.2019 09:26;16.12.2019 09:26;teilgenommen und beendet;Mitarbeiter;;5;2;5;3;3;1;5;5;1;4;3;1;2;;;der kümmert sich gar nicht um uns
64038413;3D12671;16.12.2019 09:26;16.12.2019 09:26;teilgenommen und beendet;Mitarbeiter;;5;1;5;2;2;2;4;5;5;3;1;4;5;aggressiv, feindselig und entmutigend;;der ist ein ziemlucher Hallodri
64038414;3D12672;16.12.2019 09:26;16.12.2019 09:26;teilgenommen und beendet;Mitarbeiter;;3;2;3;4;2;3;1;1;3;3;1;4;7;;;
64038415;3D12673;16.12.2019 09:26;16.12.2019 09:26;teilgenommen und beendet;Mitarbeiter;;3;1;5;5;3;4;1;2;4;4;2;3;8;kacke;;
64038416;3D12674;16.12.2019 09:26;16.12.2019 09:26;teilgenommen und beendet;Mitarbeiter;;3;2;5;3;5;4;2;3;3;2;5;4;3;;;
