MitarbeiterID;Datum;Uhrzeit;Woche;Pappbecher;Bioprodukt
20;10.12.2019;8:35 AM;50;0;0
16;11.12.2019;4:36 PM;50;1;0
13;13.12.2019;7:50 AM;50;0;0
17;12.12.2019;12:19 PM;50;0;1
4;11.12.2019;12:39 PM;50;0;1
19;09.12.2019;2:26 PM;50;1;1
1;09.12.2019;4:31 PM;50;0;1
6;13.12.2019;1:48 PM;50;0;0
13;09.12.2019;10:13 AM;50;1;1
14;12.12.2019;8:27 AM;50;1;1
17;10.12.2019;2:55 PM;50;1;1
17;12.12.2019;10:21 AM;50;1;1
16;10.12.2019;7:52 AM;50;0;0
17;12.12.2019;12:42 PM;50;0;1
8;12.12.2019;5:01 PM;50;1;1
15;11.12.2019;8:12 AM;50;0;1
9;09.12.2019;8:38 AM;50;1;0
8;09.12.2019;12:33 PM;50;0;1
9;10.12.2019;11:20 AM;50;0;0
13;09.12.2019;8:27 AM;50;1;0
3;13.12.2019;3:16 PM;50;1;1
18;11.12.2019;11:43 AM;50;1;1
2;13.12.2019;3:27 PM;50;1;1
16;12.12.2019;8:43 AM;50;0;1
5;12.12.2019;1:26 PM;50;0;1
20;13.12.2019;12:49 PM;50;0;1
16;13.12.2019;1:27 PM;50;0;0
17;13.12.2019;2:09 PM;50;1;1
2;09.12.2019;8:48 AM;50;1;1
5;10.12.2019;11:01 AM;50;1;1
2;11.12.2019;5:14 PM;50;0;1
16;10.12.2019;5:09 PM;50;0;1
8;12.12.2019;9:33 AM;50;0;0
3;09.12.2019;11:16 AM;50;0;1
14;13.12.2019;1:44 PM;50;1;0
10;12.12.2019;12:15 PM;50;0;1
16;09.12.2019;9:51 AM;50;0;1
19;12.12.2019;9:43 AM;50;0;1
14;09.12.2019;12:18 PM;50;1;0
4;09.12.2019;11:40 AM;50;0;1
20;10.12.2019;1:27 PM;50;0;1
1;10.12.2019;4:56 PM;50;1;0
2;12.12.2019;11:28 AM;50;0;1
3;09.12.2019;12:39 PM;50;1;1
6;12.12.2019;11:36 AM;50;1;0
15;12.12.2019;9:18 AM;50;0;1
15;13.12.2019;3:02 PM;50;0;1
12;13.12.2019;12:40 PM;50;0;1
1;12.12.2019;3:01 PM;50;0;1
15;10.12.2019;2:55 PM;50;0;1
18;13.12.2019;11:36 AM;50;0;0
16;13.12.2019;12:53 PM;50;0;1
18;12.12.2019;8:12 AM;50;1;0
7;12.12.2019;9:14 AM;50;0;0
13;12.12.2019;4:32 PM;50;1;0
12;12.12.2019;2:31 PM;50;0;0
5;10.12.2019;11:43 AM;50;1;1
7;13.12.2019;2:54 PM;50;1;0
20;09.12.2019;8:45 AM;50;0;1
2;13.12.2019;8:16 AM;50;0;1
