MitarbeiterID;Datum;Uhrzeit;Woche;Pappbecher;Bioprodukt
9;02.12.2019;10:46 AM;49;0;0
15;05.12.2019;8:21 AM;49;0;1
14;03.12.2019;8:55 AM;49;0;0
8;02.12.2019;9:50 AM;49;1;1
3;05.12.2019;4:00 PM;49;0;0
12;03.12.2019;8:20 AM;49;1;0
18;05.12.2019;2:36 PM;49;1;0
17;05.12.2019;11:06 AM;49;1;0
16;06.12.2019;2:49 PM;49;1;1
18;04.12.2019;4:27 PM;49;0;0
16;04.12.2019;4:00 PM;49;1;1
15;02.12.2019;3:03 PM;49;0;0
6;06.12.2019;1:24 PM;49;0;1
13;04.12.2019;2:18 PM;49;1;1
9;02.12.2019;2:28 PM;49;1;1
14;04.12.2019;12:23 PM;49;1;0
16;04.12.2019;9:25 AM;49;0;0
6;05.12.2019;8:21 AM;49;0;0
10;02.12.2019;12:41 PM;49;0;0
18;04.12.2019;11:17 AM;49;1;1
13;03.12.2019;9:26 AM;49;1;1
1;05.12.2019;10:58 AM;49;1;0
20;03.12.2019;9:24 AM;49;1;1
8;06.12.2019;9:05 AM;49;0;1
3;02.12.2019;1:01 PM;49;1;0
8;04.12.2019;1:09 PM;49;1;0
13;03.12.2019;12:35 PM;49;0;1
6;04.12.2019;7:43 AM;49;1;1
18;04.12.2019;7:55 AM;49;0;0
1;06.12.2019;12:56 PM;49;0;0
13;04.12.2019;8:57 AM;49;1;0
7;06.12.2019;3:30 PM;49;0;1
1;02.12.2019;8:55 AM;49;1;0
4;05.12.2019;3:03 PM;49;1;1
9;02.12.2019;12:32 PM;49;1;1
6;06.12.2019;11:36 AM;49;1;0
13;06.12.2019;2:50 PM;49;0;0
17;03.12.2019;12:28 PM;49;0;1
20;05.12.2019;10:05 AM;49;0;0
7;02.12.2019;2:38 PM;49;0;1
9;04.12.2019;1:58 PM;49;0;0
9;02.12.2019;7:57 AM;49;0;1
16;03.12.2019;4:50 PM;49;1;1
13;04.12.2019;2:00 PM;49;1;0
